star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname
TIC 114434141,"10,897442","-17,986588",null,null,114434141,null,null,3419,2MASS J00433536-1759117,5847-02333-1,null,* bet Cet,tic_near,233,8,33,8,TIC tic7,2019AJ....158..138S,"3,9",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"3,02",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,01",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,29",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,78",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,37","0,198",TIC,2019AJ....158..138S,"-0,219","0,28",TIC,2019AJ....158..138S,"-0,274","0,37",TIC,2019AJ....158..138S,"1,205","0,232",null,null,null,null,null,null,null,null,"34,04","0,82",TIC hip,2019AJ....158..138S,"29,37720329","0,70767646",TIC plx hip,2019AJ....158..138S,0,G9.5IIICH-1,1989ApJS...71..245K,0,4851,24,Pastel,2022A&A...663A...4S,"2,415942958","0,02920592609",calculated_from_M_and_R,Calculated Value,"2,64","0,11",Pastel,2022A&A...663A...4S,"0,01","0,04",Pastel,2022A&A...663A...4S,"2,165748682","0,008880398534",Stock2018,2018A&A...616A..33S,"17,13422385","0,2437865137",calc_from_L_and_Teff,Calculated Value,"2,79","0,17",Stock2018,2018A&A...616A..33S,0,"0,5248074602","0,1022262078",Stock2018,2018A&A...616A..33S,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 179323446,"211,670609","-36,369934",null,null,179323446,null,null,68933,2MASS J14064097-3622113,7293-02215-1,WDS J14067-3622A,* tet Cen,tic_near,-519,8,-518,8,TIC tic7,2019AJ....158..138S,"3,94",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"3,04",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,05",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,29",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,76",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,403","0,184",TIC,2019AJ....158..138S,"-0,199","0,194",TIC,2019AJ....158..138S,"-0,274","0,234",TIC,2019AJ....158..138S,"1,244","0,2",null,null,null,null,null,null,null,null,"55,45","0,2",TIC hip,2019AJ....158..138S,"18,0342651","0,06504694357",TIC plx hip,2019AJ....158..138S,0,K0-IIIb,1989ApJS...71..245K,0,4924,126,Pastel,2022A&A...663A...4S,"0,389728767","0,4392229724",calculated_from_M_and_R,Calculated Value,"2,79","0,09",Pastel,2022A&A...663A...4S,"0,08","0,08",Pastel,2022A&A...663A...4S,"3,679806663","0,4343196784",update McDonald2017,2017MNRAS.471..770M,"95,04294561","47,77250131",calc_from_L_and_Teff,Calculated Value,"0,808166632","0,08938400338",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,1,0,A,3,"11,84",null,null,null,0,null
TIC 230981971,"24,428517","-57,236651",null,null,230981971,null,null,7588,2MASS J01374284-5714119,8478-1395-1,null,* alf Eri,tic_bright,88,8,-40,8,TIC tic7,2019AJ....158..138S,"-0,36",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,3",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,46",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,49",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,6",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,815","0,254",TIC,2019AJ....158..138S,"0,865","0,32",TIC,2019AJ....158..138S,"0,88","0,33",TIC,2019AJ....158..138S,"1,315","0,8",null,null,null,null,null,null,null,null,"23,39","0,57",Simbad 2007A&A...474..653V,2007A&A...474..653V,"42,75331338","1,041872109",Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,B6Vpe,2006MNRAS.371..252L,1,20230,null,Simbad 2001A&A...378..861C,2001A&A...378..861C,"3,872780442",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"3,558439428",null,Pecaut_and_Mamajek_2013,Calculated Value,"4,896441759",null,calc_from_L_and_Teff,Calculated Value,"6,52339987","0,7669195222",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 191437754,"252,5409176","-34,29323861",null,null,191437754,null,null,82396,2MASS J16500982-3417355,7367-00804-1,null,* eps Sco,tic_near,"-618,817","1,793","-254,881","1,34",TIC gaia2,2019AJ....158..138S,"4,61",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"3,45",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,29",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,43",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,83",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"0,422","0,168",TIC,2019AJ....158..138S,"-0,248","0,212",TIC,2019AJ....158..138S,"-0,392","0,224",TIC,2019AJ....158..138S,"1,371","0,184",null,null,null,null,null,null,null,null,"40,9296","1,2309",TIC gaia2,2019AJ....158..138S,"24,4589","0,7432",TIC bj2018,2019AJ....158..138S,0,K1III,2006AJ....132..161G,0,4517,25,Pastel,2022A&A...663A...4S,"1,940207961","0,06075655747",calculated_from_M_and_R,Calculated Value,"2,22","0,27",Pastel,2022A&A...663A...4S,"-0,14","0,1",Pastel,2022A&A...663A...4S,"1,923381562","0,03576581872",update McDonald2017,2017MNRAS.471..770M,"14,95007064","0,6374532089",calc_from_L_and_Teff,Calculated Value,"0,7102754807","0,07876996257",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 80256524,"6,570833","-42,30604","6,572155501","-42,30782033",80256524,null,"4,99348E+18",2081,2MASS J00261699-4218216,7527-01031-1,null,* alf Phe,tic_near,233,8,-354,8,TIC tic7,2019AJ....158..138S,null,null,null,null,"3,47","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"2,38","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"0,579","0,24",TIC,2019AJ....158..138S,"-0,089","0,324",TIC,2019AJ....158..138S,"-0,166","0,376",TIC,2019AJ....158..138S,"1,492","0,269","2,089977503","0,0062208552",gaia_dr3,2023A&A...674A...1G,"3,301706076","0,05524440628","2,03222394","0,03998370111","38,5","0,73",Simbad 2007A&A...474..653V,2007A&A...474..653V,"25,0512","0,457",Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,K0.5IIIb,2006AJ....132..161G,0,4770,null,Simbad 2020A&A...633A..34C,2020A&A...633A..34C,"2,090536808",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,4",null,Simbad 2020A&A...633A..34C,2020A&A...633A..34C,"1,901745027",null,calc_from_gaia,Calculated Value,"13,07640612",null,calc_from_L_and_Teff,Calculated Value,"0,7681499037","0,08418908803",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 357348164,"152,092926","11,967192",null,null,357348164,null,null,49669,2MASS J10082229+1158018,0833-01381-1,WDS J10084+1158A,* alf Leo,tic_near,-249,8,5,8,TIC tic7,2019AJ....158..138S,"0,88",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,24",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,4","0,05",Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,"1,37",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,47",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,665","0,314",TIC,2019AJ....158..138S,"1,658","0,186",TIC,2019AJ....158..138S,"1,64","0,212",TIC,2019AJ....158..138S,"1,537","0,326",null,null,null,null,null,null,null,null,"41,13","0,35",Simbad 2007A&A...474..653V,2007A&A...474..653V,"23,759","0,446",Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,0,B8IVn,2009ApJ...694.1085V,1,11535,null,TIC,2019AJ....158..138S,"3,45229904",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"2,672156186",null,Pecaut_and_Mamajek_2013,Calculated Value,"5,428696224",null,calc_from_L_and_Teff,Calculated Value,"3,045246784","0,3796333",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,A,"179,2","6,84",null,null,null,0,null
TIC 47552789,"344,412715","-29,622122",null,null,47552789,null,null,113368,2MASS J22573901-2937193,6977-1267-1,WDS J22577-2937A,* alf PsA,tic_bright,329,8,-164,8,TIC tic7,2019AJ....158..138S,"1,31",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,25",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,16",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,11",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,09",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,037","0,234",TIC,2019AJ....158..138S,"0,937","0,256",TIC,2019AJ....158..138S,"0,945","0,286",TIC,2019AJ....158..138S,"1,537","0,8",null,null,null,null,null,null,null,null,"129,81","0,47",Simbad 2007A&A...474..653V,2007A&A...474..653V,"7,703566751","0,02789212213",Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A4V,2006AJ....132..161G,1,"8515,5",null,TIC,2019AJ....158..138S,"4,204423902",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"1,2353837",null,Pecaut_and_Mamajek_2013,Calculated Value,"1,905128125",null,calc_from_L_and_Teff,Calculated Value,"2,119359601","0,3065226322",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,A,"12,7","23,44",null,null,null,0,null
TIC 285473140,"81,572987","28,607434",null,null,285473140,null,null,25428,2MASS J05261751+2836271,1859-01470-1,WDS J05263+2836A,* bet Tau,tic_near,23,8,-174,8,TIC tic7,2019AJ....158..138S,"1,03",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,52",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,65",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,66",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,76",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,855","0,234",TIC,2019AJ....158..138S,"1,881","0,192",TIC,2019AJ....158..138S,"2,004","0,244",TIC,2019AJ....158..138S,"1,743","0,255",null,null,null,null,null,null,null,null,"24,89","0,88",TIC hip,2019AJ....158..138S,"40,17677782","1,420472659",TIC plx hip,2019AJ....158..138S,0,B7III,1994AJ....107.1556G,1,13960,null,Simbad 2009A&A...501..297Z,2009A&A...501..297Z,"3,680687323",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"2,885423559",null,Pecaut_and_Mamajek_2013,Calculated Value,"4,737983977",null,calc_from_L_and_Teff,Calculated Value,"3,924703665","0,4570168979",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,A,"0,1",0,null,null,null,0,null
TIC 290374453,"138,299889","-69,717166",null,null,290374453,null,null,45238,2MASS J09131197-6943017,9200-2603-1,null,* bet Car,tic_bright,-158,8,109,8,TIC tic7,2019AJ....158..138S,"1,72",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,69",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,69",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,63",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,61",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,493","0,318",TIC,2019AJ....158..138S,"1,5","0,216",TIC,2019AJ....158..138S,"1,487","0,24",TIC,2019AJ....158..138S,"1,993","0,8",null,null,null,null,null,null,null,null,"28,82","0,11",Simbad 2007A&A...474..653V,2007A&A...474..653V,"34,6981263","0,1324355966",Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A1III-,2006AJ....132..161G,1,8910,null,TIC,2019AJ....158..138S,"3,140913904",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"2,402612047",null,Pecaut_and_Mamajek_2013,Calculated Value,"6,671189239",null,calc_from_L_and_Teff,Calculated Value,"2,245188441","0,3120813798",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 396298498,"2,294576","59,149788",null,null,396298498,null,"4,23018E+17",746,2MASS J00091071+5908591,3664-01985-1,WDS J00092+5909A,* bet Cas,tic_near,523,8,-180,8,TIC tic7,2019AJ....158..138S,"2,73",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,61",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,27",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,97",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,77",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,714","0,31",TIC,2019AJ....158..138S,"1,585","0,174",TIC,2019AJ....158..138S,"1,454","0,202",TIC,2019AJ....158..138S,"2,041","0,319",null,null,null,null,null,null,null,null,"59,89","0,56",TIC hip,2019AJ....158..138S,"16,69727834","0,1561274983",TIC plx hip,2019AJ....158..138S,0,F2III,2003AJ....126.2048G,1,6810,null,TIC,2019AJ....158..138S,"3,60387213",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,22",null,gcs_reanalysis,2011A&A...530A.138C,"1,407035964","0,03106868052",update McDonald2017,2017MNRAS.471..770M,"3,629747403",null,calc_from_L_and_Teff,Calculated Value,"1,93","0,05",gcs_reanalysis,2011A&A...530A.138C,0,"1,16","0,09",gcs_reanalysis,2011A&A...530A.138C,null,null,null,null,null,null,null,1,0,A,"66,1","10,15",null,null,null,0,null
TIC 427733653,"2,096903","29,09042",null,null,427733653,null,null,677,2MASS J00082326+2905253,1735-03180-1,"WDS J00084+2905Aa,Ab",* alf And,tic_bright,136,8,-163,8,TIC tic7,2019AJ....158..138S,"1,48",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,95",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,06",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,09",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,19",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,129","0,232",TIC,2019AJ....158..138S,"2,287","0,158",TIC,2019AJ....158..138S,"2,223","0,238",TIC,2019AJ....158..138S,"2,07","0,25",null,null,null,null,null,null,null,null,"33,62","0,35",Simbad 2007A&A...474..653V,2007A&A...474..653V,"29,74419988","0,3096510993",Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,B8IV-VHgMn,2003AJ....126.2048G,1,13076,null,Simbad 2019A&A...627A.138A,2019A&A...627A.138A,"4,067448242",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,43",null,Simbad 2019A&A...627A.138A,2019A&A...627A.138A,"2,346616132",null,Pecaut_and_Mamajek_2013,Calculated Value,"2,904095453",null,calc_from_L_and_Teff,Calculated Value,"3,592546419","0,4290732684",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,"Aa,Ab",0,"1,99",null,null,null,0,null
TIC 43255143,"250,321778","31,60275",null,null,43255143,null,null,81693,2MASS J16411728+3136093,2582-03158-1,WDS J16413+3136AB,* zet Her,tic_near,-463,8,345,8,TIC tic7,2019AJ....158..138S,"3,64","0,01",Simbad 1993A&AS..100..591O,1993A&AS..100..591O,"3,43","0,007",Simbad 1993A&AS..100..591O,1993A&AS..100..591O,"2,8","0,009",Simbad 1993A&AS..100..591O,1993A&AS..100..591O,"2,31",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,99",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,495","0,298",TIC,2019AJ....158..138S,"1,187","0,19",TIC,2019AJ....158..138S,"1,278","0,212",TIC,2019AJ....158..138S,"2,099","0,307",null,null,null,null,null,null,null,null,"92,63","0,6",TIC hip,2019AJ....158..138S,"10,79563856","0,06992748718",TIC plx hip,2019AJ....158..138S,0,G0IV,1989ApJS...71..245K,1,5759,32,Pastel,2022A&A...663A...4S,"3,586028902","0,05593357977",calculated_from_M_and_R,Calculated Value,"3,78","0,03",Pastel,2022A&A...663A...4S,"0,03","0,02",Pastel,2022A&A...663A...4S,"0,8612229561","0,02038792182",update McDonald2017,2017MNRAS.471..770M,"2,707509355","0,07031481343",calc_from_L_and_Teff,Calculated Value,"1,030626266","0,1214631864",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,AB,"1,6","2,45",null,null,null,0,null
TIC 267211065,"6,435112","-77,254246","6,482504988","-77,25279547",267211065,"4,6839E+18","4,6839E+18",2021,2MASS J00254416-7715157,9350-01626-1,null,* bet Hyi,tic_near,2220,8,324,8,TIC tic7,2019AJ....158..138S,"3,52",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"3,41",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,79",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,28",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,94",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,676","0,296",TIC,2019AJ....158..138S,"1,434","0,22",TIC,2019AJ....158..138S,"1,372","0,248",TIC,2019AJ....158..138S,"2,216","0,309","2,680731773","0,004166542274",gaia_dr3,2023A&A...674A...1G,"3,295626402","0,02360149985","2,371489048","0,01328401631","134,07","0,11",Simbad 2007A&A...474..653V,2007A&A...474..653V,"7,4783","0,0152",Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,G0V,2006AJ....132..161G,1,5806,18,Pastel,2022A&A...663A...4S,"3,974638551",null,calculated_from_M_and_R,Calculated Value,4,"0,03",Pastel,2022A&A...663A...4S,"-0,12","0,02",Pastel,2022A&A...663A...4S,"0,5528131587",null,gcs_Fbol,Calculated Value,"1,867691581",null,calc_from_L_and_Teff,Calculated Value,"1,2","0,065",gcs_reanalysis,2011A&A...530A.138C,0,"5,47","0,905",gcs_reanalysis,2011A&A...530A.138C,null,"9,851971","19,71957","4,68389E+18","9,851971","19,71957","4,68389E+18",0,0,null,null,null,null,null,null,0,null
TIC 308056612,"99,428069","16,399262",null,null,308056612,null,null,31681,2MASS J06374273+1623574,1329-1746-1,"WDS J06377+1624Aa,Ab",* gam Gem,tic_bright,-2,8,-67,8,TIC tic7,2019AJ....158..138S,"1,98",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,92",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,92",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,86",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,87",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,729","0,244",TIC,2019AJ....158..138S,"1,836","0,202",TIC,2019AJ....158..138S,"1,917","0,22",TIC,2019AJ....158..138S,"2,229","0,8",null,null,null,null,null,null,null,null,"29,84","2,23",Simbad 2007A&A...474..653V,2007A&A...474..653V,"33,51206434","2,504420358",Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A1.5IV+,2003AJ....126.2048G,1,"9149,1",null,TIC,2019AJ....158..138S,"3,322669595",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,1",null,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,"2,280402362",null,Pecaut_and_Mamajek_2013,Calculated Value,"5,496637255",null,calc_from_L_and_Teff,Calculated Value,"2,31630701","0,3150505904",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,"Aa,Ab","0,4","5,6",null,null,null,0,null
TIC 367758676,"208,671115","18,397662",null,null,367758676,"1,24495E+18",null,67927,2MASS J13544106+1823514,1470-01157-1,WDS J13547+1824A,* eta Boo,tic_near,-61,8,-358,8,TIC tic7,2019AJ....158..138S,"3,44","0,01",Simbad 1984A&AS...57..357O,1984A&AS...57..357O,"3,25","0,007",Simbad 1991A&AS...89..415O,1991A&AS...89..415O,"2,68","0,009",Simbad 1991A&AS...89..415O,1991A&AS...89..415O,"2,24",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,95",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,793","0,306",TIC,2019AJ....158..138S,"1,534","0,154",TIC,2019AJ....158..138S,"1,485","0,17",TIC,2019AJ....158..138S,"2,248","0,312",null,null,null,null,null,null,null,null,"88,17","0,75",TIC hip,2019AJ....158..138S,"11,34172621","0,09647606508",TIC plx hip,2019AJ....158..138S,0,G0IV,1989ApJS...71..245K,1,6054,26,Pastel,2022A&A...663A...4S,"3,794468447",null,calculated_from_M_and_R,Calculated Value,"3,81","0,04",Pastel,2022A&A...663A...4S,"0,25","0,01",Pastel,2022A&A...663A...4S,"0,9439475014",null,gcs_Fbol,Calculated Value,"2,694893223",null,calc_from_L_and_Teff,Calculated Value,"1,65","0,03",gcs_reanalysis,2011A&A...530A.138C,0,"2,03","0,15",gcs_reanalysis,2011A&A...530A.138C,null,"5,607894","2,558358","1,24495E+18","5,607894","2,558358","1,24495E+18",1,0,A,"114,9","7,27",null,null,null,0,null
TIC 14725877,"177,264989","14,572097",null,null,14725877,null,null,57632,2MASS J11490366+1434197,870-988-1,WDS J11491+1434A,* bet Leo,tic_near,"-499,02","1,58","-113,78","0,72",TIC tic7,2019AJ....158..138S,"2,3",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,22",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,13","0,05",Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,"2,08",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,06",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"1,854","0,274",TIC,2019AJ....158..138S,"1,925","0,194",TIC,2019AJ....158..138S,"1,883","0,192",TIC,2019AJ....158..138S,"2,354","0,8",null,null,null,null,null,null,null,null,"90,91","0,52",Simbad 2007A&A...474..653V,2007A&A...474..653V,"11,091","0,109",Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,0,A3Va,2009ApJ...694.1085V,1,"8501,5",null,TIC,2019AJ....158..138S,"4,297366114",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"1,1386143","0,05862065297",update McDonald2017,2017MNRAS.471..770M,"1,709891986",null,calc_from_L_and_Teff,Calculated Value,"2,114637066","0,3062923427",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,0,A,"39,1","13,56",null,null,null,0,null
TIC 161739042,"190,379276","-48,959736",null,null,161739042,null,null,61932,2MASS J12413103-4857350,8240-02724-2,WDS J12415-4858AB,* gam Cen,tic_near,-187,8,-1,8,TIC tic7,2019AJ....158..138S,"2,15",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,16",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,17",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,14",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,14",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"2,051","0,294",TIC,2019AJ....158..138S,"2,18","0,25",TIC,2019AJ....158..138S,"2,1","0,284",TIC,2019AJ....158..138S,"2,369","0,312",null,null,null,null,null,null,null,null,"25,01","1,01",TIC hip,2019AJ....158..138S,"39,9840064","1,614707975",TIC plx hip,2019AJ....158..138S,0,A1IV+A0IV,1987ApJS...65..581G,1,9330,null,TIC,2019AJ....158..138S,"3,30247542",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"2,344302635",null,Pecaut_and_Mamajek_2013,Calculated Value,"5,689062104",null,calc_from_L_and_Teff,Calculated Value,"2,368585914","0,3173960484",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,"3,037437","2,227056","6,12779E+18","3,037437","2,227056","6,12779E+18",1,0,AB,"0,5","0,06",null,null,null,0,null
