hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 80093,,GJ 619,2MASS J16205273+4057411,1,0,0,0,0,0,0,0,,0,,,,245.219791,,16h20m52.75s,40.961176,,+40d57m40.2s,64.896295,,45.182379,,0.01,15.72,0.16,-0.16,-13.4,,112.1,,8.96,0.04,VT,,1.29,0.01,G,,,,M0,MAINSEQ,M,7.98,0.06,,0,0.12,0.12,B-V,4172,,B-V,,,,,,,,0.66,,Turnbull,0.58,,Turnbull,,,,,0.35,,22.09,,0,,31.51,,1,0,1,0,0,2,0,6.522,0.025,0,5.893,0.024,0,5.789,9.995,0,5.702,0.079,0,5.614,0.024,0,5.664,0.014,0,5.605,0.032,0,HIP 80093
HIP 80268,,GJ 620,2MASS J16230768-2442340,1,0,0,0,0,0,0,1,2,0,,,,245.782766,,16h23m07.86s,-24.70814,,-24d42m29.3s,352.307677,,17.267802,,0.03,16.44,0.51,-0.48,-346.5,,-676.6,,10.22,0.01,Koen,2MASS,1.46,0.01,Koen,3.84,0.02,,M2,MAINSEQ,M,9.14,0.09,,0,0.06,0.13,V-K,3804,,V-K,,,,,,,,0.57,,Turnbull,0.49,,Turnbull,,,,,0.25,,15.03,,0,,32.02,,1,0,1,0,0,2,0,7.26,0.024,0,6.586,0.04,0,6.393,0.02,0,,,,,,,,,,,,,HIP 80268
HIP 81018,,GJ 1203,2MASS J16324524+1236460,1,0,0,0,0,0,0,0,,0,,,,248.190203,,16h32m45.65s,12.613107,,+12d36m47.2s,28.743321,,36.413916,,0.06,16.77,1.07,-0.95,-766.8,,-139.2,,12.16,0.01,Koen,2MASS,1.48,0.01,Koen,4.46,0.03,,K:,,,11.04,0.15,,0,0.02,0.17,V-K,3492,,V-K,,,,,,,,0.36,,Turnbull,0.35,,Turnbull,,,,,0.13,,7.87,,0,,32.6,,1,0,1,0,0,2,0,8.429,0.019,0,7.902,0.024,0,7.675,0.024,0,,,,,,,,,,,,,HIP 81018
HIP 81935,HD 150689,,2MASS J16441502-3856371,1,0,0,0,0,0,0,0,,0,16442-3857,,,251.06263,,16h44m15.03s,-38.943489,,-38d56m36.6s,344.466046,,4.480463,,0.01,14.26,0.14,-0.14,-19.2,,-59.8,,7.51,0.01,Koen,2MASS,1.03,0.01,Koen,2.49,0.04,,K2V,MAINSEQ,K,6.74,0.03,,0,0.25,0.05,V-K,4694,,Gray,4.62,,Gray,,,,,0.75,,Turnbull,0.7,,Turnbull,,,,A,0.5,,34.82,,0,,30.84,,1,0,1,0,0,2,0,5.68,0.018,0,5.189,0.038,0,5.043,0.027,0,4.911,0.149,0,4.939,0.082,0,5.07,0.016,0,5.052,0.043,0,HIP 81935
HIP 82099,,GJ 3972,2MASS J16461372+1628407,1,0,0,0,0,0,0,0,,0,,,,251.55816,,16h46m13.96s,16.479145,,+16d28m44.9s,34.699754,,34.941391,,0.05,16.08,0.85,-0.77,-344.3,,-464.9,,11.65,0.01,Koen,2MASS,1.53,0.01,Koen,4.52,0.45,,M:,,,10.62,0.12,,0,0.03,0.47,V-K,3462,,V-K,,,,,,,,0.46,,Turnbull,0.4,,Turnbull,,,,,0.16,,10.25,,0,,32.58,,1,0,1,0,0,2,0,7.951,0.018,0,7.293,0.026,0,7.094,0.021,0,,,,,,,,,,,,,HIP 82099
HIP 82256,,GJ 637,2MASS J16482446-7258342,1,0,0,0,0,0,0,0,,0,,,,252.105933,,16h48m25.42s,-72.974792,,-72d58m29.3s,318.239979,,-17.623001,,0.03,15.88,0.49,-0.46,-480.8,,-531.3,,11.33,0.01,Koen,2MASS,1.56,0.01,Koen,4.14,0.02,,M,MAINSEQ,M,10.32,0.08,,0,0.02,0.12,V-K,3644,,V-K,,,,,,,,0.4,,Turnbull,0.39,,Turnbull,,,,,0.16,,9.94,,0,,32.16,,1,0,1,0,0,2,0,8.04,0.024,0,7.479,0.049,0,7.224,0.02,0,,,,,,,,,,,,,HIP 82256
HIP 82588,HD 152391,GJ 641,2MASS J16525877-0001356,1,0,0,0,0,0,0,0,,0,,,,253.246741,,16h52m59.22s,-0.022815,,-00d01m22.1s,18.38038,,26.077976,,0.01,17.25,0.17,-0.17,-711.8,,-1483.7,,6.65,0.02,VT,2MASS,0.75,0.01,G,1.81,0.03,,K1V,MAINSEQ,K,5.46,0.04,,0,0.63,0.05,V-K,5479,,2005ApJS..159..141V,4.56,,2007ApJS..168..297T,0.04,,,[Fe/H],0.85,,2007ApJS..168..297T,0.93,,2007ApJS..168..297T,0.72,,2007ApJS..168..297T,A,0.8,,46.17,,0,,31,,1,0,1,0,0,2,0,5.235,0.035,0,4.942,0.044,0,4.835,0.029,0,,,,,,,,,,,,,HIP 82588
HIP 82860,HD 153597,GJ 648,2MASS J16560170+6508054,1,1,0,0,0,0,1,0,,0,,,,254.005665,,16h56m01.36s,65.134672,,+65d08m04.8s,95.678271,,36.463377,,0.01,15.26,0.15,-0.15,238.1,,50.8,,4.88,0.02,VT,1991ApJ...368..264A,0.48,0.01,G,1.29,0.05,,F6Vvar,MAINSEQ,F,3.96,0.03,,0,2.26,0.06,V-K,6146,,V-K,,,,,,,,1.33,,Turnbull,1.23,,Turnbull,,,,,1.5,,98.54,,0,,30.61,,1,0,1,0,0,2,0,4.02,0.312,0,3.83,0.228,0,3.736,0.292,0,,,,,,,,,,,,,HIP 82860
HIP 84521,,GJ 2128,2MASS J17164097+0803302,1,0,0,0,0,0,0,0,,0,,,,259.171438,,17h16m41.15s,8.058555,,+08d03m30.8s,29.358464,,24.705301,,0.04,14.91,0.62,-0.57,-280.7,,-67.1,,11.53,0.01,Koen,2MASS,1.56,0.01,Koen,4.38,0.02,,M3.5,MAINSEQ,M,10.66,0.1,,0,0.02,0.14,V-K,3524,,V-K,,,,,,,,0.41,,Turnbull,0.38,,Turnbull,,,,,0.15,,10.27,,0,,32.3,,1,0,1,0,0,2,0,7.933,0.019,0,7.389,0.027,0,7.106,0.02,0,,,,,,,,,,,,,HIP 84521
HIP 86796,HD 160691,GJ 691,2MASS J17440870-5150027,1,1,1,0,1,0,1,0,,4,,,,266.036321,,17h44m08.72s,-51.833588,,-51d50m00.9s,340.061096,,-11.497865,,0,15.51,,,-15.1,,-191.2,,5.12,0.02,VT,,0.69,0.02,G,,,,G3IV/V,MAINSEQ,G,4.17,0.03,,0,2.01,0.1,B-V,5784,,2005ApJS..159..141V,4.25,,2007ApJS..168..297T,0.29,,,[Fe/H],1.33,,2007ApJS..168..297T,1.15,,2007ApJS..168..297T,7.96,,2007ApJS..168..297T,VI,1.42,,91.37,,0,,30.72,,7,0,1,6,0,2,0,4.158,0.284,0,3.724,0.206,0,3.683,0.246,0,3.592,0.354,0,3.272,0.273,0,3.579,0.013,0,3.568,0.021,0,HD 160691
HIP 89560,,GJ 709,2MASS J18163109+4533276,1,0,0,0,0,0,0,0,,0,,,,274.129571,,18h16m31.10s,45.557033,,+45d33m25.3s,73.232523,,24.842961,,0.02,16.95,0.35,-0.33,-12.3,,338.1,,10.31,0.02,G,2MASS,1.43,0.03,G,3.86,0.02,,M0,MAINSEQ,M,9.16,0.06,,0,0.06,0.11,V-K,3794,,V-K,,,,,,,,0.57,,Turnbull,0.49,,Turnbull,,,,,0.25,,14.58,,0,,32.12,,1,0,1,0,0,2,0,7.264,0.03,0,6.655,0.02,0,6.455,0.016,0,,,,,,,,,,,,,HIP 89560
HIP 91608,,GJ 724,2MASS J18405732-1322455,1,0,0,0,0,0,0,0,,0,,,,280.239019,,18h40m57.36s,-13.377978,,-13d22m40.7s,19.829296,,-3.779404,,0.03,16.35,0.51,-0.48,-91.7,,-669.7,,10.63,0.01,Koen,2MASS,1.49,0.01,Koen,4.08,0.02,,M,MAINSEQ,M,9.56,0.09,,0,0.05,0.13,V-K,3671,,V-K,,,,,,,,0.55,,Turnbull,0.46,,Turnbull,,,,,0.22,,13.65,,0,,32.22,,1,0,1,0,0,2,0,7.397,0.018,0,6.728,0.053,0,6.546,0.021,0,,,,,,,,,,,,,HIP 91608
HIP 92200,HD 173818,GJ 726,2MASS J18472725-0338232,1,0,0,0,0,0,0,0,,0,,,,281.863866,,18h47m27.33s,-3.639166,,-03d38m21.0s,29.239295,,-0.773963,,0.02,14.28,0.29,-0.28,-132.6,,-273.5,,8.77,0.01,Koen,2MASS,1.31,0.01,Koen,3.23,0.03,,K5V,MAINSEQ,K,7.99,0.05,,0,0.11,0.06,V-K,4182,,V-K,4.71,,2007ApJS..168..297T,,,,,0.6,,2007ApJS..168..297T,0.62,,2007ApJS..168..297T,,,,,0.34,,23.46,,0,,31.23,,1,0,1,0,0,2,0,6.384,0.025,0,5.744,0.04,0,5.581,0.027,0,,,,,,,,,,,,,HIP 92200
HIP 92311,HD 229590,GJ 728,2MASS J18485190+1726204,1,0,0,0,0,0,0,0,,0,,,,282.217173,,18h48m52.12s,17.439975,,+17d26m23.9s,48.281112,,8.40567,,0.02,17,0.35,-0.33,-408.9,,-422.5,,9.16,0.01,Koen,2MASS,1.31,0.01,Koen,3.28,0.04,,M0,MAINSEQ,M,8,0.06,,0,0.11,0.07,V-K,4146,,V-K,,,,,,,,0.66,,Turnbull,0.57,,Turnbull,,,,,0.34,,19.9,,0,,31.65,,1,0,1,0,0,2,0,6.706,0.023,0,6.072,0.02,0,5.918,0.017,0,,,,,,,,,,,,,HIP 92311
HIP 92444,,,2MASS J18502117-2655250,1,0,0,0,0,0,0,0,,0,,,,282.588562,,18h50m21.25s,-26.923578,,-26d55m24.9s,8.50725,,-11.695877,,0.03,16.93,0.52,-0.49,-140,,-22.9,,9.68,0.01,Koen,2MASS,1.4,0.01,Koen,3.48,0.12,,Kp,,,8.54,0.08,,0,0.08,0.14,V-K,4018,,V-K,,,,,,,,0.6,,Turnbull,0.53,,Turnbull,,,,I,0.29,,17.15,,0,,31.84,,1,0,1,0,0,2,0,6.989,0.019,0,6.378,0.042,0,6.183,0.022,0,,,,,,,,,,,,,HIP 92444
HIP 92573,HD 229793,GJ 731,2MASS J18515118+1634599,1,0,0,0,0,0,0,0,,0,,,,282.963837,,18h51m51.32s,16.584454,,+16d35m04.0s,47.821467,,7.388612,,0.03,15.48,0.48,-0.45,-226.3,,-482.7,,10.16,0,G,2MASS,1.45,0.01,G,3.84,0.02,,M2,MAINSEQ,M,9.21,0.06,,0,0.06,0.11,V-K,3802,,V-K,,,,,,,,0.55,,Turnbull,0.48,,Turnbull,,,,,0.24,,15.54,,0,,31.91,,1,0,1,0,0,2,0,7.162,0.027,0,6.525,0.026,0,6.319,0.024,0,,,,,,,,,,,,,HIP 92573
HIP 93858,HD 177565,GJ 744,2MASS J19065247-3748380,1,0,0,0,0,0,0,0,,1,,,,286.71918,,19h06m52.60s,-37.809767,,-37d48m35.2s,359.451422,,-19.078665,,0.01,16.95,0.17,-0.17,-187.7,,-366.8,,6.15,0.01,G,,0.71,0.01,G,,,,G8V,MAINSEQ,G,5,0.03,,0,0.94,0.1,B-V,5648,,2005ApJS..159..141V,4.46,,2007ApJS..168..297T,0.09,,,[Fe/H],0.99,,2007ApJS..168..297T,0.97,,2007ApJS..168..297T,6.88,,2007ApJS..168..297T,I,0.97,,57.04,,0,,30.92,,1,0,1,0,0,2,1,5.256,0.264,0,4.742,0.22,0,4.539,0.018,0,4.523,0.258,0,4.286,0.139,0,4.544,0.013,0,4.535,0.03,0,HD 177565
HIP 96285,HD 184489,GJ 763,2MASS J19343982+0434572,1,0,0,0,0,0,0,0,,0,,,,293.66472,,19h34m39.53s,4.581758,,+04d34m54.3s,42.001799,,-7.463104,,0.02,14.43,0.29,-0.28,524.9,,312.1,,9.33,0.01,Koen,2MASS,1.38,0.01,Koen,3.43,0.02,,K5/M0V,MAINSEQ,K,8.53,0.06,,0,0.08,0.06,V-K,4048,,V-K,,,,,,,,0.57,,Turnbull,0.52,,Turnbull,,,,A,0.28,,19.48,,0,,31.41,,1,0,1,0,0,2,0,6.714,0.019,0,6.142,0.026,0,5.918,0.017,0,,,,,,,,,,,,,HIP 96285
HIP 98792,HD 190404,GJ 778,2MASS J20035209+2320262,1,0,0,0,0,0,0,0,,0,,,,300.969854,,20h03m52.76s,23.342904,,+23d20m34.5s,61.884519,,-4.205288,,0.01,15.77,0.16,-0.16,-1002.8,,-912.5,,7.27,0.02,VT,2MASS,0.82,0,G,2.16,0.03,,K1V,MAINSEQ,K,6.28,0.04,,0,0.33,0.05,V-K,4973,,2005ApJS..159..141V,4.58,,2007ApJS..168..297T,-0.66,,,[Fe/H],0.73,,2007ApJS..168..297T,0.74,,2007ApJS..168..297T,9.8,,2005ApJS..159..141V,VI,0.57,,36.41,,0,,30.91,,1,0,1,0,0,2,3,5.671,0.032,0,5.172,0.027,0,5.113,0.024,0,,,,,,,,,,,,,HIP 98792
HIP 99385,HD 191391,GJ 782,2MASS J20101962-2029356,1,0,0,0,0,0,0,0,,0,20103-2030,,,302.58275,,20h10m19.86s,-20.492516,,-20d29m33.1s,22.180791,,-26.166174,,0.02,15.62,0.32,-0.31,-457.4,,-376.5,,8.9,0.01,Koen,2MASS,1.29,0.01,Koen,3.21,0.02,,K4VP,MAINSEQ,K,7.93,0.06,,0,0.12,0.07,V-K,4197,,V-K,,,,,,,,0.66,,Turnbull,0.58,,Turnbull,,,,A,0.35,,22.28,,0,,31.45,,1,0,1,0,0,2,1,6.485,0.024,0,5.867,0.024,0,5.703,0.018,0,,,,,,,,,,,,,HIP 99385
HIP 99427,HD 193202,GJ 786,2MASS J20105242+7714201,1,0,0,0,0,0,0,0,,0,,,,302.717775,,20h10m52.27s,77.237726,,+77d14m15.8s,109.963474,,22.205827,,0.01,16.93,0.17,-0.17,56.8,,512,,8.88,0,G,2MASS,1.32,0,G,3.21,0.02,,K5,MAINSEQ,K,7.74,0.03,,0,0.15,0.03,V-K,4193,,V-K,4.63,,2007ApJS..168..297T,,,,,0.67,,2007ApJS..168..297T,0.67,,2007ApJS..168..297T,,,,I,0.38,,22.62,,0,,31.64,,1,0,1,0,0,2,2,6.409,0.023,0,5.819,0.017,0,5.667,0.016,0,,,,,,,,,,,,,HIP 99427
HIP 99438,,GJ 2147,2MASS J20105686-3013064,1,0,0,0,0,0,0,0,,0,,,,302.737828,,20h10m57.08s,-30.217902,,-30d13m04.4s,11.808763,,-29.405547,,0.07,16.37,1.23,-1.07,-345.6,,-250.5,,12.24,0.01,Koen,2MASS,0.04,0.01,Koen,-0.52,0.04,,DA3,WD,WD,11.17,0.18,,0,0.01,0.18,V-K,8823,,B-V,,,,,,,,0.05,,Turnbull,0.34,,Turnbull,,,,,0.12,,7.36,,0,,32.49,,1,0,1,0,0,2,0,12.583,0.024,0,12.641,0.027,0,12.698,0.032,0,,,,,,,,,,,,,HIP 99438
HIP 100923,,GJ 791,2MASS J20274166-2744506,1,0,0,0,0,0,0,0,,0,,,,306.924128,,20h27m41.79s,-27.745575,,-27d44m44.1s,15.756199,,-32.239708,,0.04,14.84,0.62,-0.57,-202.7,,-876.9,,11.43,0.01,Koen,2MASS,1.49,0.01,Koen,4.55,0.03,,M3,,,10.58,0.11,,0,0.03,0.14,V-K,3452,,V-K,,,,,,,,0.47,,Turnbull,0.4,,Turnbull,,,,,0.17,,11.38,,0,,32.41,,1,0,1,0,0,2,0,7.706,0.02,0,7.083,0.029,0,6.864,0.027,0,,,,,,,,,,,,,HIP 100923
HIP 101516,HD 340611,GJ 794,2MASS J20342188+2503498,1,0,0,0,0,0,0,0,,0,,,,308.592268,,20h34m22.14s,25.06519,,+25d03m54.7s,67.219501,,-9.023648,,0.04,15.55,0.65,-0.6,-404.4,,-564.2,,11.55,0.01,Koen,2MASS,-0.08,0.01,Koen,-0.66,0.05,,DA,WD,WD,10.59,0.1,,0,0.04,0.11,V-K,11481,,B-V,,,,,,,,0.05,,Turnbull,0.43,,Turnbull,,,,,0.19,,12.15,,0,,32.77,,1,0,1,0,0,2,0,12.039,0.026,0,12.072,0.032,0,12.186,0.027,0,,,,,,,,,,,,,HIP 101516
HIP 101997,HD 196761,GJ 796,2MASS J20401173-2346262,1,0,0,0,0,0,0,0,,0,,,,310.047652,,20h40m11.44s,-23.774987,,-23d46m30.0s,21.261941,,-33.777234,,0.01,14.38,0.15,-0.14,500.8,,460.8,,6.36,0,G,,0.72,0.01,G,,,,G8/K0V,MAINSEQ,G,5.57,0.02,,0,0.56,0.1,B-V,5419,,2005ApJS..159..141V,4.5,,2007ApJS..168..297T,-0.28,,,[Fe/H],0.85,,2007ApJS..168..297T,0.83,,2007ApJS..168..297T,11.2,,2007ApJS..168..297T,I,0.75,,52.03,,0,,30.57,,1,0,1,0,0,2,5,5.296,0.266,0,4.81,0.044,0,4.597,0.016,0,,,,,,,,,,,,,HIP 101997
HIP 102485,HD 197692,GJ 805,2MASS J20460572-2516153,1,1,1,0,0,1,1,0,,0,20461-2516,,,311.524025,,20h46m05.77s,-25.270517,,-25d16m13.9s,20.004114,,-35.500565,,0,14.68,,,-51.4,,-156.7,,4.13,0,G,,0.43,0.01,G,,,,F5V,MAINSEQ,F,3.3,0.01,,0,4.06,0.1,B-V,6633,,Gray,4.22,,Gray,,,,,1.52,,Turnbull,1.43,,Turnbull,,,,A,2.01,,137.21,,0,,30.49,,1,0,1,0,0,2,1,3.363,0.258,0,3.104,0.184,0,3.094,0.262,0,,,,,,,,,,,,,HIP 102485
HIP 103388,,GJ 811.1,2MASS J20564659-1026534,1,0,0,0,0,0,0,0,,0,,,,314.194247,,20h56m46.62s,-10.445807,,-10d26m44.9s,37.820118,,-32.535894,,0.05,15.32,0.81,-0.73,-24.4,,-1109.8,,11.49,0.01,Koen,2MASS,1.51,0.01,Koen,4.5,0.02,,M4,,,10.56,0.12,,0,0.03,0.15,V-K,3474,,V-K,,,,,,,,0.48,,Turnbull,0.41,,Turnbull,,,,,0.17,,11.3,,0,,32.52,,1,0,1,0,0,2,0,7.766,0.024,0,7.142,0.038,0,6.884,0.016,0,,,,,,,,,,,,,HIP 103388
HIP 103800,,GJ 816,2MASS J21015865-0619070,1,0,0,0,0,0,0,0,,0,,,,315.494901,,21h01m58.78s,-6.317667,,-06d19m03.6s,42.85837,,-31.81808,,0.04,14.38,0.6,-0.55,-229.2,,-445.2,,11.22,0.01,Koen,2MASS,1.51,0.01,Koen,4.54,0.03,,M3,MAINSEQ,M,10.43,0.11,,0,0.03,0.14,V-K,3456,,V-K,,,,,,,,0.49,,Turnbull,0.41,,Turnbull,,,,,0.18,,12.32,,0,,32.31,,1,0,1,0,0,2,0,7.563,0.017,0,6.952,0.026,0,6.692,0.018,0,,,,,,,,,,,,,HIP 103800
HIP 104644,,GJ 9724,2MASS J21114955-4336489,1,0,0,0,0,0,0,0,,0,,,,317.955813,,21h11m49.40s,-43.611973,,-43d36m43.1s,357.334367,,-43.236322,,0.06,14.8,0.94,-0.84,216,,-688.3,,11.98,0.01,G,2MASS,1.59,0.01,G,4.31,0.02,,M1:,MAINSEQ,M,11.13,0.13,,0,0.01,0.16,V-K,3557,,V-K,,,,,,,,0.31,,Turnbull,0.33,,Turnbull,,,,,0.12,,7.98,,0,,32.18,,1,0,1,0,0,2,0,8.478,0.024,0,7.919,0.042,0,7.667,0.021,0,,,,,,,,,,,,,HIP 104644
HIP 105038,HD 202575,GJ 824,2MASS J21163247+0923376,1,0,0,0,0,0,0,0,,0,21165+0924,,,319.13492,,21h16m32.38s,9.394115,,+09d23m38.8s,60.284162,,-26.428869,,0.01,16.39,0.17,-0.16,146.5,,-119.1,,7.88,0.01,Koen,2MASS,1.05,0.01,Koen,2.52,0.03,,K2,MAINSEQ,K,6.81,0.04,,0,0.23,0.05,V-K,4780,,2005ApJS..159..141V,4.62,,2007ApJS..168..297T,0.04,,,[Fe/H],0.71,,2007ApJS..168..297T,0.76,,2007ApJS..168..297T,5.5,,2005ApJS..159..141V,A,0.48,,29.47,,0,,31.14,,1,0,1,0,0,2,0,6.066,0.019,0,5.527,0.024,0,5.391,0.02,0,5.348,0.19,0,5.263,0.068,0,5.387,0.015,0,5.263,0.031,0,HIP 105038
HIP 105341,HD 203040,GJ 826.1,2MASS J21201384-1951070,1,0,0,0,0,0,0,0,,0,,,,320.058036,,21h20m13.93s,-19.850532,,-19d51m01.9s,29.653683,,-41.371105,,0.02,16.22,0.33,-0.32,-173.3,,-721.8,,9.09,0.01,Koen,2MASS,1.37,0.01,Koen,3.37,0.05,,K5V,MAINSEQ,K,8.04,0.05,,0,0.12,0.07,V-K,4089,,V-K,,,,,,,,0.69,,Turnbull,0.58,,Turnbull,,,,A,0.35,,21.51,,0,,31.64,,1,0,1,0,0,2,1,6.541,0.02,0,5.905,0.034,0,5.721,0.018,0,,,,,,,,,,,,,HIP 105341
HIP 105932,,GJ 828.2,2MASS J21271685-0650391,1,0,0,0,0,0,0,0,,0,,,,321.820166,,21h27m16.84s,-6.843302,,-06d50m35.9s,45.959268,,-37.586442,,0.04,16.35,0.68,-0.63,25,,-403.3,,11.09,0.01,G,2MASS,1.5,0.01,G,3.92,0.02,,M0,MAINSEQ,M,10.02,0.09,,0,0.03,0.13,V-K,3756,,V-K,,,,,,,,0.4,,Turnbull,0.4,,Turnbull,,,,,0.17,,10.43,,0,,32.09,,1,0,1,0,0,2,0,8.046,0.018,0,7.458,0.053,0,7.166,0.022,0,,,,,,,,,,,,,HIP 105932
HIP 106696,HD 205390,GJ 833,2MASS J21364123-5050433,1,0,0,0,0,0,0,0,,0,,,,324.170217,,21h36m40.85s,-50.8449,,-50d50m41.6s,346.416331,,-46.432195,,0.01,14.62,0.15,-0.14,424.1,,-199.3,,7.14,0.01,G,2MASS,0.88,0.01,G,2.17,0.02,,K2V,MAINSEQ,K,6.32,0.02,,0,0.32,0.03,V-K,5053,,2005ApJS..159..141V,4.61,,2007ApJS..168..297T,-0.17,,,[Fe/H],0.75,,2007ApJS..168..297T,0.79,,2007ApJS..168..297T,6.3,,2005ApJS..159..141V,A,0.57,,38.75,,0,,30.75,,1,0,1,0,0,2,1,5.518,0.035,0,5.137,0.053,0,4.97,0.021,0,,,,,,,,,,,,,HIP 106696
HIP 108159,,GJ 838.6,2MASS J21544531-4659338,1,0,0,0,0,0,0,0,,0,,,,328.689929,,21h54m45.58s,-46.991846,,-46d59m30.6s,350.946955,,-50.252984,,0.06,14.63,0.93,-0.83,-311.7,,-365.6,,11.99,0,G,2MASS,1.56,0.01,G,4.41,0.02,,M3,MAINSEQ,M,11.16,0.13,,0,0.01,0.16,V-K,3510,,V-K,,,,,,,,0.33,,Turnbull,0.34,,Turnbull,,,,,0.12,,8.26,,0,,32.24,,1,0,1,0,0,2,0,8.393,0.025,0,7.816,0.033,0,7.576,0.022,0,,,,,,,,,,,,,HIP 108159
HIP 109638,,GJ 9773,2MASS J22123595+0833110,1,0,0,0,0,0,0,0,,0,,,,333.149509,,22h12m35.88s,8.554857,,+08d33m17.5s,70.115449,,-37.532316,,0.07,14.96,1.13,-0.98,116,,-661.5,,11.99,0,G,2MASS,1.55,0.01,G,4.52,0.03,,M3,MAINSEQ,M,11.12,0.15,,0,0.02,0.18,V-K,3464,,V-K,,,,,,,,0.36,,Turnbull,0.35,,Turnbull,,,,,0.13,,8.61,,0,,32.38,,1,0,1,0,0,2,0,8.277,0.021,0,7.681,0.024,0,7.472,0.027,0,,,,,,,,,,,,,HIP 109638
HIP 117383,,GJ 907,2MASS J23480312+4900573,1,0,0,0,0,0,0,0,,0,,,,357.010754,,23h48m02.58s,49.015749,,+49d00m56.7s,112.358435,,-12.550061,,0.06,16.61,1.06,-0.94,626.9,,69.7,,12.06,0.01,G,2MASS,1.63,0.02,G,4.13,0.03,,M1,,,10.96,0.14,,0,0.01,0.17,V-K,3648,,V-K,,,,,,,,0.3,,Turnbull,0.34,,Turnbull,,,,,0.12,,7.18,,0,,32.28,,1,0,1,0,0,2,0,8.765,0.027,0,8.142,0.04,0,7.933,0.026,0,,,,,,,,,,,,,HIP 117383
HIP 118200,,GJ 4383,2MASS J23583264+0739304,1,0,0,0,0,0,0,0,,0,,,,359.635833,,23h58m32.60s,7.659406,,+07d39m33.9s,100.840142,,-52.928516,,0.05,16.82,0.89,-0.8,78.8,,-312.7,,11.74,0.01,Koen,2MASS,1.52,0.01,Koen,4.72,0.02,,M2V:,MAINSEQ,M,10.61,0.11,,0,0.03,0.14,V-K,3382,,V-K,,,,,,,,0.51,,Turnbull,0.41,,Turnbull,,,,,0.17,,10.32,,0,,32.78,,1,0,1,0,0,2,0,7.907,0.023,0,7.29,0.029,0,7.063,0.021,0,,,,,,,,,,,,,HIP 118200
,,GJ 317,2MASS J08405923-2327232,0,0,1,0,1,0,1,0,,2,,,,130.24673,1.7E-05,08h40m59.22s,-23.456289,1.7E-05,-23d27m22.6s,246.799424,2.3E-05,11.189983,2.2E-05,,15.1,0.22,-0.22,-366.5,,733.5,,11.97,0.014,,,1.5,0.044,,,,,M2.5 V,,,,,,,,,,3510,50,,,,,0.36,0.2,,[Fe/H],,,,0.42,0.05,,5,,,,,,,,,,,,1,0,0,1,0,1,4,7.934,0.027,0,7.321,0.071,0,7.028,0.02,0,6.867,0.065,0,6.766,0.021,0,6.704,0.016,0,6.502,0.059,0,GJ 317
HIP 110996,HD 213042,GJ 862,2MASS J22291524-3001065,1,0,0,0,0,0,0,0,,0,,,,337.312865,,22h29m15.09s,-30.016432,,-30d00m59.2s,19.097407,,-58.772774,,0.01,16.06,0.16,-0.16,221.8,,-813,,7.65,0.01,Koen,2MASS,1.1,0.01,Koen,2.54,0.03,,K4V,MAINSEQ,K,6.62,0.04,,0,0.29,0.05,V-K,4580,,Gray,3.81,,Gray,,,,,0.85,,Turnbull,0.73,,Turnbull,,,,I,0.54,,33.34,,0,,31.13,,1,0,1,0,0,2,2,5.769,0.023,0,5.285,0.053,0,5.115,0.018,0,,,,,,,,,,,,,HIP 110996
